label,full_name,dateA,priceA,dateB,priceB,height,weight,body_mass_index,foot,age,position,Successful Long Passes,Ground Duels lost,Aerial Duels won,Interceptions,Foul Attempted Tackle,Total Passes,Successful Passes Opposition Half,Duels won,Shots On Target,Total Losses Of Possession,Clean Sheets,Rightside Passes,Unsuccessful Short Passes,Successful Short Passes,Successful Crosses & Corners,Blocks,Throw Ins to Own Player,Ground Duels won,Ground Duels,Goals Conceded Inside Box,Time Played,Duels lost,Unsuccessful Crosses open play,Successful Crosses open play,Appearances,Goals Conceded,Handballs conceded,Total Tackles,Goals from Inside Box,PutThrough/Blocked Distribution,Tackles Won,Successful Dribbles,Duels,Total Fouls Conceded,Successful Open Play Passes,PutThrough/Blocked Distribution Won,Recoveries,Unsuccessful Dribbles,Unsuccessful Passes Opposition Half,Total Clearances,Forward Passes,Index,Headed Goals,Starts,Total Fouls Won,Backward Passes,Unsuccessful Long Passes,Substitute Off,Total Touches In Opposition Box,Touches,Key Passes,Tackles Lost,Successful Passes Own Half,Unsuccessful Launches,Aerial Duels,Unsuccessful Passes Own Half,Open Play Passes,Goals,Aerial Duels lost,Times Tackled,Unsuccessful Crosses & Corners,Throw Ins to Opposition Player,Corners Won,Total Unsuccessful Passes,Successful Launches,Successful Lay-offs,Total Shots,Total Successful Passes,Shots Off Target,Games Played,Home Goals,Away Goals,Winning Goal,Yellow Cards,Total Red Cards,Straight Red Cards,Red Cards - 2nd Yellow,Substitute On,Blocked Shots,Goals Conceded Outside Box,Fifty Fifty,Right Foot Goals,Goals from Outside Box,Goal Assists,Unsuccessful lay-offs,Successful Fifty Fifty,Leftside Passes,Assists,Offsides,Unsuccessful Corners into Box,Through balls,Corners Taken,Penalties Taken,Left Foot Goals,Penalty Goals Conceded,Penalty Goals,Attempts from Set Pieces,Set Pieces Goals,Successful Corners into Box,Penalties Conceded,Foul Won Penalty,Hit Woodwork,Second Goal Assists,GK Successful Distribution,Goal Kicks,Clearances Off the Line,Penalties Off Target,Own Goal Scored,GK Unsuccessful Distribution,Last Man Tackle,Other Goals
2,Borja Sainz Eguskiza,2020,2250000,2021,1750000,1.78,75,23.671,1,22,2,19.0,205.0,5.0,23.0,23.0,585,296.0,182,20.0,378.0,1.0,223.0,103.0,442,8.0,,24.0,177.0,382.0,35,2423,226.0,37.0,8.0,29,43.0,6.0,55.0,8.0,65.0,34.0,57.0,408,48.0,448,38.0,131,66.0,127.0,6.0,126.0,10,,29.0,65.0,178,21.0,18.0,114.0,1253,26.0,21.0,173,8.0,26.0,37.0,570.0,8.0,21.0,117.0,40.0,3.0,20.0,124.0,,4.0,41.0,461,21.0,29,4.0,4.0,2,9.0,,,,,23.0,8.0,,6.0,,2.0,3.0,,58.0,1.0,9.0,3.0,4.0,9.0,,2.0,6.0,,,,,,1.0,2.0,,,,,,,,,
2,Leroy Johan Fer,2019,6500000,2020,650000,1.88,79,22.352,3,33,2,65.0,89.0,40.0,15.0,24.0,1344,478.0,140,6.0,197.0,2.0,351.0,97.0,1149,1.0,10.0,6.0,100.0,189.0,44,2150,108.0,1.0,1.0,28,49.0,,58.0,1.0,34.0,30.0,23.0,248,43.0,1167,16.0,146,13.0,83.0,48.0,384.0,10,1.0,24.0,20.0,158,33.0,6.0,20.0,1671,9.0,28.0,737,7.0,59.0,48.0,1296.0,1.0,19.0,34.0,1.0,,1.0,130.0,1.0,2.0,14.0,1214,8.0,28,1.0,0.0,1,9.0,1.0,1.0,,4.0,4.0,5.0,,,,2.0,,,451.0,1.0,,,3.0,,,,7.0,,,,,,,2.0,,5.0,5.0,,,,,1.0,
1,Otabek Shukurov,2019,1500000,2020,2250000,1.83,74,22.097,2,27,2,52.0,82.0,22.0,17.0,20.0,900,383.0,82,5.0,201.0,1.0,209.0,119.0,712,4.0,9.0,6.0,60.0,142.0,32,1844,109.0,6.0,3.0,26,41.0,4.0,31.0,1.0,34.0,15.0,11.0,191,49.0,748,19.0,94,7.0,93.0,31.0,258.0,10,,22.0,20.0,167,17.0,14.0,19.0,1165,8.0,16.0,385,4.0,49.0,50.0,883.0,1.0,27.0,23.0,7.0,1.0,6.0,136.0,3.0,6.0,10.0,764,5.0,26,0.0,1.0,1,9.0,1.0,,1.0,4.0,7.0,9.0,,,,1.0,,,266.0,1.0,3.0,1.0,2.0,2.0,,1.0,5.0,,,,1.0,2.0,,1.0,,,,,,,,,
1,Giorgi Beridze,2019,400000,2020,850000,1.74,71,23.451,2,26,3,10.0,73.0,11.0,6.0,6.0,399,207.0,73,15.0,248.0,,147.0,98.0,285,10.0,,2.0,62.0,135.0,21,1593,90.0,12.0,5.0,27,26.0,1.0,23.0,4.0,32.0,10.0,13.0,163,10.0,291,8.0,75,33.0,99.0,4.0,108.0,10,1.0,19.0,26.0,81,6.0,19.0,71.0,695,17.0,13.0,98,2.0,28.0,27.0,393.0,4.0,17.0,53.0,22.0,,9.0,104.0,3.0,11.0,25.0,295,10.0,27,4.0,0.0,0,,,,,8.0,11.0,5.0,,3.0,,2.0,,,63.0,2.0,10.0,9.0,2.0,15.0,,,3.0,,,,4.0,,1.0,2.0,,,,,,,,,
2,Ivan Ricardo Neves Abreu Cavaleiro,2020,7500000,2021,2250000,1.75,72,23.51,2,30,3,15.0,81.0,9.0,7.0,10.0,414,258.0,68,7.0,218.0,,143.0,61.0,332,17.0,,8.0,59.0,140.0,18,1061,105.0,37.0,10.0,21,22.0,2.0,11.0,1.0,33.0,5.0,36.0,173,17.0,337,21.0,59,24.0,95.0,3.0,96.0,10,,12.0,12.0,109,6.0,10.0,36.0,732,16.0,6.0,106,1.0,33.0,24.0,404.0,2.0,24.0,50.0,52.0,,6.0,67.0,1.0,10.0,17.0,347,10.0,21,1.0,1.0,0,2.0,,,,9.0,4.0,4.0,,2.0,1.0,5.0,,,66.0,4.0,3.0,10.0,4.0,20.0,,,3.0,,2.0,,3.0,,,1.0,,,,,,,,,
1,Mamadou Fall,2019,850000,2020,1750000,1.84,70,20.676,2,32,3,5.0,125.0,26.0,18.0,28.0,438,220.0,111,18.0,342.0,3.0,64.0,133.0,281,10.0,3.0,9.0,85.0,210.0,42,2700,196.0,42.0,10.0,31,44.0,3.0,28.0,7.0,59.0,21.0,17.0,307,41.0,276,29.0,115,37.0,153.0,31.0,135.0,10,,31.0,40.0,120,19.0,14.0,123.0,915,18.0,7.0,76,14.0,97.0,41.0,428.0,7.0,71.0,67.0,42.0,1.0,20.0,152.0,2.0,10.0,29.0,286,11.0,31,5.0,2.0,2,6.0,,,,,7.0,2.0,,6.0,,3.0,1.0,,119.0,2.0,23.0,,,1.0,,,6.0,,,,,,3.0,2.0,,,,,,,,,1.0
1,Bersant Celina,2018,1250000,2019,4250000,1.81,60,18.314,2,27,2,3.0,15.0,2.0,1.0,,164,88.0,10,3.0,58.0,,54.0,26.0,129,2.0,,3.0,8.0,23.0,3,264,18.0,5.0,2.0,6,5.0,,2.0,,4.0,2.0,4.0,28,1.0,130,1.0,19,6.0,39.0,1.0,41.0,24,,3.0,2.0,45,6.0,2.0,4.0,225,4.0,,46,1.0,5.0,4.0,160.0,,3.0,11.0,11.0,,1.0,32.0,,4.0,6.0,132,3.0,6,,,0,,,,,3.0,3.0,2.0,,,,,,,24.0,,,5.0,1.0,5.0,,,,,,,,,,,,,,,,,,,
1,Ali Sowe,2018,600000,2019,2750000,1.91,84,23.026,2,29,3,15.0,152.0,53.0,3.0,11.0,600,267.0,151,27.0,374.0,4.0,144.0,141.0,438,1.0,5.0,1.0,98.0,250.0,32,2570,258.0,4.0,1.0,30,39.0,5.0,24.0,11.0,44.0,11.0,34.0,409,44.0,383,17.0,90,37.0,121.0,17.0,115.0,10,2.0,28.0,40.0,203,6.0,5.0,139.0,1119,25.0,13.0,187,1.0,159.0,30.0,530.0,12.0,106.0,102.0,4.0,,21.0,147.0,,20.0,56.0,453,29.0,30,8.0,4.0,4,,,,,2.0,15.0,7.0,,7.0,1.0,4.0,8.0,,138.0,3.0,15.0,,3.0,1.0,1.0,3.0,5.0,,,,,,,2.0,,,,1.0,1.0,,,,
1,Philippe Paulin Keny,2021,450000,2022,1750000,1.9,80,22.161,2,24,3,6.0,43.0,46.0,3.0,6.0,225,102.0,76,6.0,148.0,1.0,44.0,71.0,146,3.0,2.0,1.0,30.0,73.0,14,844,76.0,7.0,3.0,24,15.0,2.0,11.0,2.0,12.0,8.0,6.0,152,17.0,137,5.0,31,13.0,70.0,11.0,49.0,10,,9.0,14.0,78,2.0,5.0,48.0,406,16.0,3.0,53,,79.0,10.0,210.0,2.0,33.0,27.0,7.0,,5.0,73.0,1.0,12.0,13.0,152,7.0,24,2.0,0.0,1,1.0,,,,15.0,3.0,1.0,,2.0,,1.0,5.0,,54.0,1.0,15.0,,,,,,3.0,,,,,1.0,,,,,,,,,,,
2,Valentin Gheorghe,2022,750000,2023,650000,1.75,64,20.898,2,26,2,5.0,40.0,7.0,6.0,7.0,244,114.0,52,4.0,147.0,,44.0,52.0,179,7.0,1.0,34.0,45.0,85.0,21,982,47.0,17.0,3.0,24,22.0,2.0,18.0,,25.0,13.0,10.0,99,14.0,178,8.0,50,13.0,67.0,18.0,91.0,10,,11.0,17.0,67,8.0,9.0,31.0,493,8.0,5.0,77,4.0,14.0,19.0,238.0,1.0,7.0,17.0,26.0,4.0,15.0,60.0,2.0,4.0,11.0,184,7.0,24,0.0,1.0,0,4.0,,,,13.0,15.0,1.0,,1.0,1.0,,,,42.0,,1.0,8.0,3.0,9.0,,,4.0,,3.0,,1.0,1.0,,,,,,,,,,,
2,Nathan Daniel Jerome Redmond,2020,19000000,2021,12000000,1.73,69,23.055,2,29,2,36.0,81.0,4.0,7.0,10.0,611,328.0,81,18.0,288.0,3.0,115.0,111.0,425,27.0,,13.0,77.0,158.0,11,1580,88.0,40.0,19.0,25,15.0,,19.0,2.0,33.0,11.0,38.0,169,23.0,456,11.0,98,27.0,167.0,6.0,182.0,10,,15.0,20.0,154,39.0,9.0,62.0,971,33.0,8.0,160,16.0,11.0,31.0,606.0,5.0,7.0,45.0,48.0,2.0,18.0,150.0,2.0,10.0,34.0,461,16.0,25,2.0,3.0,3,5.0,,,,10.0,13.0,4.0,,4.0,3.0,5.0,,,160.0,5.0,2.0,8.0,6.0,16.0,,1.0,,,4.0,,6.0,,,1.0,,,,,,,,,
2,Jorman David Campuzano Puentes,2022,4000000,2023,2000000,1.75,77,25.143,2,27,2,77.0,83.0,24.0,29.0,17.0,905,328.0,151,6.0,187.0,,248.0,97.0,689,,11.0,7.0,127.0,210.0,31,1890,115.0,5.0,,24,38.0,2.0,61.0,1.0,49.0,32.0,22.0,266,29.0,723,30.0,150,8.0,99.0,18.0,257.0,10,1.0,22.0,44.0,119,42.0,13.0,8.0,1236,8.0,29.0,438,14.0,56.0,47.0,854.0,2.0,32.0,21.0,7.0,,5.0,139.0,3.0,,9.0,766,3.0,24,2.0,0.0,1,5.0,,,,2.0,2.0,7.0,,1.0,1.0,,1.0,,281.0,,2.0,,3.0,,,,6.0,,,,,,,,,,,1.0,,,,,
2,Stefano Okaka Chuka,2022,3250000,2023,2250000,1.86,82,23.702,2,34,3,7.0,61.0,33.0,2.0,6.0,222,116.0,76,7.0,128.0,,68.0,42.0,171,,2.0,,43.0,104.0,9,1081,81.0,2.0,,21,11.0,9.0,10.0,,16.0,6.0,6.0,157,33.0,160,4.0,29,7.0,36.0,16.0,40.0,10,,12.0,27.0,71,2.0,7.0,32.0,420,8.0,4.0,62,,53.0,10.0,204.0,1.0,20.0,33.0,2.0,,3.0,44.0,,12.0,12.0,178,5.0,21,0.0,1.0,0,3.0,1.0,,1.0,9.0,2.0,2.0,,1.0,1.0,,2.0,,43.0,,5.0,,1.0,,,,1.0,,,,,,,,,,,,,,,,
2,Rachid Ghezzal,2022,9250000,2023,7250000,1.82,70,21.133,1,31,2,12.0,28.0,2.0,,6.0,276,162.0,20,6.0,114.0,1.0,25.0,49.0,207,20.0,,4.0,18.0,46.0,4,493,33.0,12.0,7.0,11,5.0,,6.0,1.0,10.0,3.0,8.0,53,7.0,212,2.0,28,6.0,78.0,1.0,69.0,10,,7.0,4.0,64,8.0,6.0,18.0,402,15.0,3.0,77,,7.0,7.0,266.0,2.0,5.0,9.0,28.0,1.0,10.0,57.0,,6.0,7.0,219,1.0,11,1.0,1.0,1,1.0,,,,4.0,5.0,1.0,,,1.0,3.0,,,118.0,2.0,1.0,10.0,1.0,21.0,1.0,2.0,1.0,1.0,2.0,,7.0,,1.0,1.0,1.0,,,,,,,,
2,Idrissa Doumbia,2021,4000000,2022,1500000,1.87,82,23.449,2,25,2,21.0,46.0,6.0,9.0,13.0,796,419.0,53,5.0,139.0,2.0,245.0,60.0,701,1.0,,2.0,47.0,93.0,22,1283,53.0,2.0,1.0,23,27.0,,25.0,2.0,20.0,14.0,19.0,106,17.0,716,12.0,75,12.0,66.0,1.0,175.0,10,,13.0,3.0,155,14.0,9.0,20.0,971,9.0,11.0,304,2.0,13.0,10.0,790.0,2.0,7.0,24.0,2.0,,3.0,74.0,,3.0,10.0,722,5.0,23,1.0,1.0,1,8.0,,,,10.0,6.0,5.0,,1.0,,1.0,1.0,,221.0,1.0,,,1.0,,,1.0,2.0,,,,,,,,,,,,,,,,
1,Mauro Emanuel Icardi Rivero,2022,16000000,2023,17000000,1.81,75,22.893,2,30,3,6.0,47.0,46.0,1.0,5.0,313,167.0,74,37.0,141.0,5.0,72.0,88.0,216,1.0,1.0,1.0,28.0,75.0,11,1707,101.0,1.0,1.0,22,14.0,1.0,7.0,19.0,13.0,3.0,8.0,175,17.0,203,5.0,34,11.0,85.0,16.0,76.0,10,4.0,19.0,13.0,86,3.0,7.0,155.0,517,29.0,4.0,56,,100.0,7.0,294.0,19.0,54.0,22.0,1.0,1.0,9.0,91.0,,12.0,60.0,222,23.0,22,13.0,6.0,8,3.0,,,,3.0,8.0,3.0,,12.0,,7.0,1.0,,79.0,5.0,15.0,,2.0,1.0,9.0,3.0,1.0,6.0,1.0,,,,1.0,1.0,,1.0,1.0,,,,,,
2,Hermenegildo da Costa Paulo Bartolomeu,2021,500000,2022,400000,1.7,63,21.799,1,32,3,18.0,129.0,17.0,6.0,14.0,569,309.0,156,14.0,421.0,,23.0,144.0,384,22.0,1.0,8.0,139.0,268.0,37,1867,151.0,57.0,16.0,29,40.0,7.0,33.0,,47.0,22.0,47.0,307,31.0,392,17.0,91,48.0,213.0,1.0,176.0,10,,22.0,59.0,113,23.0,18.0,84.0,1105,34.0,11.0,115,,39.0,22.0,556.0,1.0,22.0,85.0,68.0,,20.0,167.0,1.0,16.0,27.0,402,13.0,29,1.0,0.0,1,5.0,,,,7.0,9.0,3.0,,,1.0,4.0,3.0,,257.0,3.0,8.0,8.0,5.0,16.0,,1.0,8.0,,,,4.0,,,3.0,,,,,,,,,
1,Babajide David Akintola,2020,450000,2021,1250000,1.78,69,21.778,2,27,2,8.0,91.0,16.0,5.0,10.0,430,227.0,82,14.0,207.0,,85.0,80.0,335,13.0,5.0,7.0,66.0,157.0,13,1484,109.0,24.0,9.0,27,17.0,2.0,17.0,6.0,33.0,6.0,30.0,191,28.0,338,12.0,68,31.0,99.0,16.0,80.0,10,2.0,19.0,19.0,147,7.0,16.0,83.0,746,28.0,11.0,129,1.0,34.0,13.0,425.0,6.0,18.0,54.0,25.0,1.0,19.0,87.0,1.0,17.0,27.0,343,13.0,27,4.0,2.0,3,3.0,1.0,1.0,,8.0,9.0,4.0,,2.0,,1.0,1.0,,118.0,1.0,9.0,1.0,1.0,6.0,,2.0,2.0,,,,4.0,,,3.0,,,,,,,,,
1,Serdar Aziz,2020,1750000,2021,2000000,1.83,86,25.68,2,33,1,29.0,15.0,26.0,6.0,2.0,577,118.0,48,1.0,110.0,4.0,99.0,60.0,448,,3.0,2.0,22.0,37.0,13,968,29.0,,,14,14.0,1.0,15.0,,10.0,7.0,,77,10.0,451,6.0,48,1.0,58.0,32.0,253.0,10,,11.0,7.0,39,40.0,2.0,13.0,674,4.0,8.0,359,12.0,40.0,42.0,540.0,,14.0,3.0,,,1.0,100.0,7.0,,5.0,477,4.0,14,,,0,3.0,,,,3.0,,1.0,,,,1.0,,,186.0,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,
1,Ufuk Akyol,2019,750000,2020,800000,1.8,75,23.148,2,26,2,46.0,70.0,16.0,12.0,8.0,725,270.0,71,1.0,170.0,2.0,183.0,85.0,558,,3.0,3.0,55.0,125.0,27,1599,95.0,1.0,,25,29.0,1.0,35.0,,40.0,18.0,10.0,166,18.0,592,23.0,123,9.0,72.0,22.0,186.0,10,,17.0,10.0,124,36.0,9.0,4.0,931,7.0,17.0,334,14.0,41.0,50.0,713.0,,25.0,20.0,1.0,,2.0,121.0,6.0,2.0,7.0,604,6.0,25,,,0,1.0,,,,8.0,4.0,2.0,,,,,1.0,,232.0,,,,1.0,,,,2.0,,,,,,,,,,,,,,,,
2,Enis Bardhi,2020,21000000,2021,19000000,1.72,67,22.647,2,28,2,19.0,77.0,3.0,3.0,14.0,546,314.0,69,15.0,210.0,1.0,167.0,69.0,441,12.0,,3.0,66.0,143.0,14,1113,82.0,19.0,4.0,27,17.0,2.0,22.0,4.0,23.0,11.0,22.0,151,31.0,441,12.0,86,13.0,124.0,10.0,145.0,10,1.0,10.0,22.0,123,17.0,8.0,39.0,837,20.0,11.0,158,4.0,8.0,21.0,525.0,5.0,5.0,29.0,59.0,1.0,15.0,86.0,,9.0,24.0,460,9.0,27,1.0,4.0,0,2.0,,,,17.0,8.0,3.0,,3.0,1.0,,2.0,,111.0,,3.0,26.0,2.0,35.0,1.0,1.0,3.0,1.0,4.0,,7.0,,,,,,,,,,,,
2,Dries Mertens,2021,8500000,2022,4750000,1.69,61,21.358,2,36,3,37.0,103.0,3.0,10.0,22.0,791,488.0,89,36.0,360.0,,222.0,152.0,580,31.0,1.0,3.0,86.0,189.0,17,1980,113.0,41.0,11.0,28,19.0,6.0,30.0,5.0,50.0,22.0,18.0,202,41.0,583,19.0,116,24.0,237.0,7.0,259.0,10,,26.0,38.0,152,22.0,24.0,112.0,1241,45.0,8.0,160,3.0,13.0,24.0,753.0,6.0,10.0,47.0,87.0,2.0,33.0,174.0,,9.0,52.0,617,16.0,28,2.0,4.0,1,7.0,,,,2.0,22.0,2.0,,5.0,1.0,3.0,2.0,,158.0,3.0,2.0,39.0,9.0,64.0,,1.0,1.0,,6.0,,18.0,,1.0,1.0,1.0,,,,,,,,
1,Mahmoud Ahmed Ibrahim Hassan,2020,7250000,2021,11000000,1.8,71,21.914,3,29,2,13.0,126.0,10.0,15.0,15.0,712,459.0,115,35.0,315.0,5.0,216.0,112.0,571,9.0,1.0,18.0,105.0,231.0,22,1979,157.0,33.0,9.0,26,26.0,2.0,43.0,9.0,45.0,22.0,24.0,272,26.0,582,19.0,100,58.0,138.0,8.0,159.0,10,,22.0,38.0,207,16.0,10.0,148.0,1232,29.0,21.0,134,4.0,41.0,23.0,710.0,10.0,31.0,84.0,33.0,7.0,32.0,128.0,2.0,11.0,62.0,584,27.0,26,7.0,3.0,2,6.0,,,,4.0,25.0,4.0,,10.0,1.0,2.0,,,130.0,1.0,12.0,,3.0,,2.0,,2.0,2.0,,,,1.0,3.0,2.0,,,,,,,,,
1,Alfredo Kulembe Ribeiro,2020,550000,2021,1250000,1.7,68,23.529,2,33,2,19.0,81.0,18.0,14.0,14.0,531,230.0,107,16.0,231.0,1.0,121.0,115.0,367,4.0,,11.0,89.0,170.0,24,1405,110.0,16.0,4.0,25,27.0,2.0,49.0,3.0,46.0,34.0,19.0,217,29.0,382,25.0,91,9.0,128.0,13.0,188.0,10,,17.0,21.0,96,30.0,13.0,37.0,850,11.0,15.0,160,16.0,47.0,36.0,526.0,3.0,29.0,30.0,19.0,,8.0,145.0,2.0,14.0,35.0,386,19.0,25,3.0,0.0,2,5.0,1.0,1.0,,8.0,6.0,3.0,,2.0,,2.0,,,126.0,2.0,9.0,3.0,7.0,4.0,,1.0,2.0,,,,,,,,,,,,,,,,
2,Mustafa Pektemek,2022,200000,2023,125000,1.82,72,21.737,2,35,3,1.0,21.0,17.0,,2.0,97,58.0,31,4.0,44.0,,34.0,19.0,77,1.0,,1.0,14.0,35.0,2,398,40.0,,1.0,9,3.0,3.0,6.0,,4.0,5.0,4.0,71,7.0,74,3.0,13,4.0,15.0,3.0,15.0,10,,4.0,4.0,29,,4.0,34.0,176,6.0,1.0,21,,36.0,4.0,93.0,,19.0,12.0,,,3.0,19.0,,3.0,15.0,78,11.0,9,,,0,1.0,,,,5.0,2.0,1.0,,,,1.0,,,19.0,1.0,1.0,,,,,,1.0,,,,,,,1.0,,,,,,,,,
1,Joshua Christian Kojo King,2018,9000000,2019,16000000,1.8,74,22.84,2,31,3,1.0,53.0,17.0,2.0,6.0,190,127.0,51,9.0,107.0,,61.0,30.0,159,1.0,5.0,2.0,34.0,87.0,9,806,66.0,10.0,1.0,14,10.0,2.0,14.0,3.0,12.0,12.0,13.0,117,19.0,155,6.0,32,18.0,39.0,,32.0,10,1.0,9.0,7.0,57,,8.0,70.0,367,11.0,2.0,34,,30.0,1.0,185.0,4.0,13.0,32.0,10.0,,9.0,30.0,,10.0,26.0,160,17.0,14,3.0,1.0,2,1.0,,,,5.0,4.0,1.0,,2.0,1.0,1.0,1.0,,40.0,1.0,3.0,,1.0,1.0,,1.0,3.0,,,,,,,4.0,,,,,,,,,
2,Milot Rashica,2021,9250000,2022,5750000,1.77,73,23.301,2,27,2,16.0,102.0,10.0,11.0,11.0,524,322.0,87,15.0,314.0,1.0,79.0,113.0,385,14.0,2.0,14.0,77.0,179.0,14,1622,116.0,65.0,14.0,25,15.0,4.0,31.0,4.0,50.0,17.0,22.0,203,24.0,400,13.0,128,29.0,175.0,11.0,134.0,10,,19.0,24.0,109,10.0,16.0,79.0,933,28.0,14.0,93,3.0,24.0,15.0,523.0,4.0,14.0,64.0,67.0,2.0,22.0,123.0,,9.0,28.0,401,13.0,25,1.0,3.0,0,3.0,,,,6.0,7.0,1.0,,3.0,,5.0,2.0,,202.0,5.0,1.0,2.0,5.0,2.0,,1.0,1.0,,,,,,2.0,2.0,1.0,,,,,,,,
1,Dylan Saint-Louis,2021,1250000,2022,2750000,1.84,77,22.743,2,28,3,2.0,16.0,,,1.0,62,34.0,10,,38.0,,17.0,13.0,47,5.0,1.0,,10.0,26.0,6,285,21.0,11.0,4.0,8,7.0,,3.0,,5.0,2.0,2.0,31,5.0,49,1.0,8,7.0,24.0,2.0,13.0,10,,3.0,5.0,24,,3.0,7.0,114,4.0,1.0,20,,5.0,1.0,62.0,,5.0,9.0,12.0,,2.0,13.0,,1.0,3.0,49,3.0,8,,,0,,,,,5.0,1.0,1.0,,,,,,,8.0,,,1.0,,2.0,,,2.0,,,,1.0,,,,,,,,,,,,
2,Necip Uysal,2021,1250000,2022,950000,1.8,72,22.222,2,32,1,33.0,25.0,11.0,12.0,9.0,374,126.0,39,1.0,51.0,1.0,72.0,24.0,299,,5.0,3.0,28.0,53.0,7,749,35.0,2.0,,20,9.0,,20.0,,7.0,13.0,1.0,74,15.0,322,6.0,33,1.0,33.0,28.0,119.0,10,,7.0,7.0,28,18.0,3.0,5.0,480,1.0,7.0,206,6.0,21.0,11.0,362.0,,10.0,2.0,2.0,1.0,,42.0,3.0,,3.0,332,2.0,20,,,0,2.0,,,,13.0,,2.0,,,,,,,155.0,,,,,,,,1.0,,,,,,,1.0,,,1.0,,,,1.0,,
1,Gustavo Campanharo,2021,1250000,2022,1500000,1.78,66,20.831,2,31,2,3.0,12.0,1.0,6.0,5.0,138,58.0,18,3.0,18.0,,42.0,8.0,125,,,,17.0,29.0,4,219,13.0,1.0,,4,5.0,,10.0,,4.0,5.0,5.0,31,7.0,123,3.0,19,1.0,7.0,9.0,28.0,10,,3.0,2.0,26,2.0,3.0,,198,1.0,5.0,70,1.0,2.0,4.0,133.0,,1.0,3.0,1.0,,2.0,10.0,,2.0,3.0,128,,4,,,0,2.0,,,,1.0,,1.0,,,,,,,42.0,,,,,,,,,,,,,,,,,,,,,,,,
2,Valentin Eysseric,2020,1250000,2021,700000,1.81,73,22.283,2,31,2,113.0,133.0,27.0,14.0,38.0,1234,620.0,161,12.0,475.0,,304.0,187.0,843,20.0,5.0,9.0,134.0,267.0,33,2328,168.0,42.0,7.0,29,34.0,,54.0,2.0,46.0,31.0,28.0,329,56.0,919,10.0,158,24.0,312.0,14.0,463.0,10,,27.0,53.0,186,91.0,21.0,40.0,1735,43.0,23.0,356,17.0,62.0,59.0,1186.0,3.0,35.0,48.0,93.0,,20.0,278.0,4.0,13.0,32.0,956,20.0,29,3.0,0.0,1,9.0,,,,2.0,19.0,1.0,,3.0,1.0,2.0,,,281.0,2.0,2.0,33.0,14.0,50.0,2.0,,5.0,2.0,8.0,1.0,11.0,1.0,1.0,,,,,,,,,,
2,Matteo Ricci,2021,2750000,2022,1750000,1.76,68,21.952,3,29,2,70.0,62.0,12.0,16.0,10.0,752,287.0,58,3.0,180.0,,226.0,84.0,565,13.0,5.0,1.0,46.0,108.0,21,1232,68.0,5.0,1.0,16,25.0,1.0,26.0,1.0,21.0,17.0,3.0,126,23.0,584,12.0,77,3.0,107.0,12.0,245.0,10,,14.0,17.0,85,33.0,7.0,13.0,950,9.0,9.0,361,6.0,18.0,40.0,698.0,1.0,6.0,16.0,30.0,,2.0,117.0,3.0,8.0,9.0,635,6.0,16,1.0,0.0,0,4.0,,,,2.0,4.0,4.0,,1.0,,4.0,1.0,,196.0,3.0,,21.0,1.0,35.0,,,3.0,,,,7.0,,,,,,,,,,,,
1,Emre Mor,2021,1250000,2022,1500000,1.69,64,22.408,1,26,2,13.0,96.0,5.0,11.0,8.0,421,238.0,128,12.0,239.0,,80.0,85.0,317,7.0,1.0,7.0,123.0,219.0,17,1099,101.0,23.0,4.0,26,18.0,2.0,24.0,1.0,19.0,17.0,61.0,229,12.0,323,8.0,77,37.0,105.0,3.0,118.0,10,,11.0,38.0,125,6.0,12.0,45.0,795,19.0,7.0,99,1.0,10.0,12.0,413.0,2.0,5.0,74.0,26.0,1.0,14.0,91.0,1.0,7.0,25.0,330,13.0,26,0.0,2.0,0,4.0,,,,15.0,10.0,1.0,,,1.0,2.0,,,98.0,,,3.0,10.0,8.0,,2.0,3.0,,,,3.0,,,,,,,,,,,,
2,Admir Mehmedi,2021,4750000,2022,450000,1.83,78,23.291,2,32,3,,15.0,5.0,1.0,3.0,103,52.0,26,,45.0,,24.0,26.0,76,1.0,1.0,2.0,21.0,36.0,2,271,22.0,1.0,,10,5.0,,9.0,,11.0,3.0,2.0,48,5.0,73,6.0,15,,21.0,1.0,27.0,10,,3.0,10.0,29,1.0,3.0,14.0,169,4.0,6.0,25,,12.0,7.0,100.0,,7.0,6.0,1.0,,1.0,27.0,,4.0,2.0,76,2.0,10,,,0,1.0,,,,7.0,1.0,3.0,,,,,1.0,,23.0,,2.0,,1.0,1.0,,,,,,,1.0,,,,,,,,,,,,
2,Tunay Torun,2021,400000,2022,250000,1.76,75,24.212,2,33,2,1.0,4.0,1.0,,1.0,28,14.0,5,,17.0,,2.0,8.0,19,3.0,1.0,,4.0,8.0,4,47,5.0,4.0,,9,5.0,,3.0,,2.0,1.0,,10,1.0,20,1.0,5,,9.0,,11.0,10,,,1.0,9,,,1.0,51,1.0,2.0,9,,2.0,3.0,28.0,,1.0,3.0,4.0,,,8.0,,1.0,1.0,20,1.0,9,,,0,,,,,9.0,,1.0,,,,,,,6.0,,,,,3.0,,,,,,,3.0,,,,,,,,,,,,
