label,full_name,dateA,priceA,dateB,priceB,height,weight,body_mass_index,foot,age,position,Successful Long Passes,Ground Duels lost,Aerial Duels won,Interceptions,Foul Attempted Tackle,Total Passes,Successful Passes Opposition Half,Duels won,Shots On Target,Total Losses Of Possession,Clean Sheets,Rightside Passes,Unsuccessful Short Passes,Successful Short Passes,Successful Crosses & Corners,Blocks,Throw Ins to Own Player,Ground Duels won,Ground Duels,Goals Conceded Inside Box,Time Played,Duels lost,Unsuccessful Crosses open play,Successful Crosses open play,Appearances,Goals Conceded,Handballs conceded,Total Tackles,Goals from Inside Box,PutThrough/Blocked Distribution,Tackles Won,Successful Dribbles,Duels,Total Fouls Conceded,Successful Open Play Passes,PutThrough/Blocked Distribution Won,Recoveries,Unsuccessful Dribbles,Unsuccessful Passes Opposition Half,Total Clearances,Forward Passes,Index,Headed Goals,Starts,Total Fouls Won,Backward Passes,Unsuccessful Long Passes,Substitute Off,Total Touches In Opposition Box,Touches,Key Passes,Tackles Lost,Successful Passes Own Half,Unsuccessful Launches,Aerial Duels,Unsuccessful Passes Own Half,Open Play Passes,Goals,Aerial Duels lost,Times Tackled,Unsuccessful Crosses & Corners,Throw Ins to Opposition Player,Corners Won,Total Unsuccessful Passes,Successful Launches,Successful Lay-offs,Total Shots,Total Successful Passes,Shots Off Target,Games Played,Home Goals,Away Goals,Winning Goal,Yellow Cards,Total Red Cards,Straight Red Cards,Red Cards - 2nd Yellow,Substitute On,Blocked Shots,Goals Conceded Outside Box,Fifty Fifty,Right Foot Goals,Goals from Outside Box,Goal Assists,Unsuccessful lay-offs,Successful Fifty Fifty,Leftside Passes,Assists,Offsides,Unsuccessful Corners into Box,Through balls,Corners Taken,Penalties Taken,Left Foot Goals,Penalty Goals Conceded,Penalty Goals,Attempts from Set Pieces,Set Pieces Goals,Successful Corners into Box,Penalties Conceded,Foul Won Penalty,Hit Woodwork,Second Goal Assists,GK Successful Distribution,Goal Kicks,Clearances Off the Line,Penalties Off Target,Own Goal Scored,GK Unsuccessful Distribution,Last Man Tackle,Other Goals
2,Alexandru Iulian Maxim,0,3500000,0,0,1.79,73,22.783,2,33,2,77.0,108.0,14.0,12.0,23.0,959,546.0,115,18.0,405.0,3.0,261.0,146.0,699,45.0,1.0,12.0,101.0,209.0,29,2131,129.0,26.0,11.0,31,31.0,2.0,38.0,3.0,41.0,21.0,31.0,244,33.0,736,20.0,122,19.0,248.0,15.0,270.0,10,,23.0,32.0,203,37.0,5.0,58.0,1481,61.0,17.0,275,6.0,35.0,40.0,908.0,4.0,21.0,63.0,105.0,1.0,27.0,183.0,4.0,24.0,39.0,776,21.0,31,2.0,2.0,0,6.0,,,,8.0,16.0,2.0,,4.0,1.0,5.0,3.0,,225.0,5.0,1.0,55.0,5.0,88.0,1.0,,3.0,1.0,9.0,1.0,25.0,,,3.0,2.0,,,,,,,,
2,Zymer Bytyqi,0,5000000,0,0,1.76,70,22.598,2,27,2,,,1.0,,,10,6.0,3,,8.0,,2.0,2.0,8,,,,2.0,2.0,8,27,,4.0,,2,,,,,4.0,,1.0,3,,8,2.0,2,,5.0,,2.0,10,,,1.0,5,,,2.0,21,1.0,,2,,1.0,1.0,10.0,,,,4.0,,1.0,2.0,,,1.0,8,1.0,2,,,0,,,,,2.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,
2,Demeaco Duhaney,0,300000,0,0,1.8,70,21.605,2,25,1,18.0,40.0,12.0,16.0,4.0,559,180.0,60,3.0,195.0,5.0,33.0,81.0,435,4.0,7.0,106.0,48.0,88.0,20,1430,59.0,21.0,4.0,16,24.0,2.0,18.0,1.0,27.0,9.0,16.0,119,11.0,447,10.0,101,13.0,80.0,29.0,222.0,10,,16.0,14.0,128,25.0,1.0,20.0,906,11.0,9.0,277,7.0,31.0,47.0,550.0,1.0,19.0,27.0,21.0,19.0,8.0,106.0,2.0,1.0,6.0,453,3.0,16,1.0,0.0,0,5.0,,,,,1.0,4.0,,1.0,,,,,176.0,,2.0,,1.0,1.0,,,4.0,,,,,1.0,,1.0,,,1.0,,,,1.0,,
2,Farouk Miya,0,1200000,0,0,1.77,70,22.344,2,26,2,11.0,40.0,11.0,,9.0,267,139.0,38,12.0,118.0,1.0,75.0,43.0,207,12.0,1.0,1.0,27.0,67.0,6,841,50.0,4.0,2.0,20,8.0,,12.0,4.0,15.0,6.0,7.0,88,11.0,211,10.0,60,8.0,61.0,5.0,71.0,10,,10.0,8.0,69,6.0,8.0,35.0,442,13.0,6.0,91,1.0,21.0,16.0,260.0,4.0,10.0,19.0,28.0,2.0,9.0,49.0,,5.0,22.0,218,10.0,20,1.0,3.0,0,3.0,,,,10.0,8.0,2.0,,3.0,,,1.0,,52.0,,1.0,18.0,2.0,28.0,,1.0,,,4.0,,9.0,,,1.0,1.0,,,,,,,,
2,Mame Thiam,0,2700000,0,0,1.85,79,23.083,2,31,3,9.0,70.0,45.0,13.0,12.0,541,215.0,99,17.0,230.0,4.0,206.0,123.0,397,3.0,8.0,5.0,54.0,124.0,29,1716,122.0,6.0,3.0,24,38.0,3.0,18.0,8.0,27.0,11.0,16.0,221,32.0,380,11.0,48,19.0,99.0,16.0,100.0,10,4.0,20.0,20.0,186,12.0,10.0,80.0,834,17.0,7.0,194,2.0,97.0,42.0,514.0,9.0,52.0,35.0,6.0,,10.0,135.0,1.0,15.0,35.0,406,18.0,24,3.0,6.0,3,1.0,,,,4.0,10.0,9.0,,4.0,1.0,2.0,2.0,,49.0,2.0,16.0,,3.0,1.0,2.0,1.0,5.0,1.0,,,,1.0,1.0,1.0,,,,,1.0,,,,
2,Gerson Leal Rodrigues Gouveia,0,2500000,0,0,1.88,82,23.201,2,28,3,22.0,82.0,22.0,3.0,7.0,333,190.0,60,15.0,193.0,3.0,117.0,57.0,240,7.0,,7.0,38.0,120.0,18,1200,109.0,12.0,4.0,15,19.0,2.0,4.0,1.0,20.0,3.0,21.0,169,22.0,245,8.0,51,25.0,81.0,6.0,69.0,10,,14.0,13.0,92,14.0,6.0,36.0,591,9.0,1.0,79,1.0,49.0,9.0,315.0,2.0,27.0,52.0,19.0,,8.0,71.0,,11.0,32.0,262,17.0,15,1.0,1.0,1,1.0,1.0,1.0,,1.0,9.0,1.0,29.0,1.0,1.0,,1.0,16.0,55.0,,13.0,2.0,1.0,3.0,,1.0,3.0,,2.0,,1.0,,,2.0,,,,,,,,,
2,Umut Bulut,0,75000,0,0,1.84,75,22.153,2,40,3,1.0,20.0,16.0,1.0,3.0,120,50.0,30,5.0,65.0,,26.0,38.0,74,1.0,,,14.0,34.0,8,539,64.0,2.0,1.0,17,8.0,,8.0,,4.0,4.0,2.0,94,11.0,67,2.0,19,,39.0,5.0,32.0,10,,4.0,4.0,39,7.0,2.0,26.0,180,7.0,4.0,26,4.0,60.0,8.0,112.0,,44.0,5.0,2.0,,3.0,45.0,,1.0,9.0,75,4.0,17,,,0,,,,,13.0,2.0,,,,,,3.0,,23.0,,2.0,,,,,,1.0,,,,,,,1.0,,,,,,,,,
1,Francisco Leonel Lima Silva Machado,0,4000000,0,0,1.74,66,21.799,2,28,2,69.0,56.0,12.0,16.0,16.0,1029,565.0,97,3.0,185.0,5.0,338.0,63.0,872,11.0,1.0,8.0,85.0,141.0,7,1349,69.0,23.0,3.0,24,8.0,1.0,46.0,1.0,22.0,26.0,12.0,166,26.0,878,14.0,109,9.0,123.0,4.0,319.0,10,1.0,14.0,27.0,163,25.0,7.0,26.0,1309,17.0,20.0,387,2.0,25.0,13.0,963.0,1.0,13.0,18.0,48.0,,7.0,88.0,,5.0,8.0,941,5.0,24,0.0,1.0,1,2.0,,,,10.0,5.0,1.0,21.0,,,,,11.0,209.0,,2.0,23.0,6.0,53.0,,,,,,,9.0,,,,,,,,,,,,
1,Ibrahim Dresevic,2019,450000,2020,900000,1.86,81,23.413,2,26,1,32.0,95.0,,5.0,,36,29.0,10,9.0,160.0,,2.0,54.0,112,1579.0,,,1859.0,401.0,6,136,735.0,114.0,35.0,1490,151.0,2.0,5.0,,,1.0,209.0,166,1.0,3,30.0,9,102.0,116.0,1.0,,106,7.0,67.0,160.0,24,5.0,1.0,84.0,2700,49.0,,13,,1.0,30.0,94.0,10.0,222.0,238.0,39.0,1.0,0.0,734.0,1650.0,38.0,0.0,58,,9,,,2217,16.0,1250.0,25.0,71.0,22.0,1780.0,39.0,10.0,2.0,14.0,4.0,3.0,,30.0,,1.0,,254.0,,,,,,,20.0,,,,,,,1.0,21.0,,1.0,,1.0,1.0
1,Antonio Mrsic,2020,100000,2021,150000,1.88,78,22.069,1,36,2,29.0,22.0,2.0,,,35,9.0,10,1.0,11.0,4.0,3.0,20.0,110,232.0,4.0,,362.0,131.0,7,45,90.0,97.0,29.0,209,109.0,2.0,16.0,2.0,,10.0,119.0,70,5.0,11,30.0,31,25.0,69.0,6.0,1.0,87,2.0,69.0,34.0,18,13.0,9.0,40.0,986,19.0,2.0,16,18.0,5.0,12.0,19.0,12.0,156.0,172.0,10.0,6.0,1.0,142.0,243.0,13.0,1.0,20,,4,2.0,1.0,574,7.0,121.0,9.0,47.0,16.0,350.0,18.0,19.0,12.0,4.0,21.0,3.0,,30.0,,,,85.0,1.0,2.0,6.0,5.0,6.0,,,,,3.0,4.0,,,,,,,,,
1,Uros Radakovic,2022,650000,2023,1050000,1.94,89,23.648,2,29,1,60.0,43.0,,3.0,,11,13.0,10,6.0,,,1.0,20.0,71,1004.0,,,1159.0,251.0,1,75,252.0,79.0,15.0,982,53.0,2.0,3.0,,1.0,6.0,122.0,120,1.0,5,21.0,18,54.0,86.0,1.0,,60,3.0,27.0,55.0,7,3.0,,26.0,1890,24.0,,10,,,21.0,76.0,2.0,146.0,130.0,31.0,1.0,0.0,369.0,1037.0,12.0,0.0,30,,3,,,1364,8.0,786.0,18.0,93.0,5.0,1116.0,33.0,2.0,2.0,12.0,11.0,1.0,,21.0,,,,463.0,,,,,,,3.0,,,,,,,,4.0,,,,1.0,
2,Edin Visca,2021,7500000,2022,5250000,1.72,63,21.295,2,33,2,3.0,6.0,2.0,,,14,,10,1.0,7.0,4.0,1.0,9.0,61,164.0,,1.0,217.0,130.0,10,49,17.0,39.0,6.0,161,35.0,1.0,21.0,8.0,,2.0,45.0,20,0.0,2,10.0,17,5.0,21.0,,,22,1.0,17.0,11.0,7,12.0,5.0,18.0,549,9.0,2.0,4,3.0,1.0,7.0,,12.0,43.0,78.0,5.0,1.0,0.0,56.0,172.0,5.0,1.0,10,,6,1.0,,310,4.0,47.0,1.0,8.0,3.0,209.0,5.0,4.0,5.0,,4.0,,,10.0,,1.0,,95.0,1.0,1.0,17.0,,,1.0,,,,2.0,4.0,1.0,,,,,,,,
2,Mario Gavranovic,2021,2750000,2022,1250000,1.75,76,24.816,2,34,3,8.0,3.0,18.0,,,9,,10,6.0,12.0,5.0,8.0,11.0,43,152.0,1.0,1.0,240.0,102.0,8,76,61.0,52.0,21.0,177,78.0,14.0,1.0,,,11.0,55.0,24,1.0,6,21.0,40,13.0,46.0,3.0,,64,2.0,40.0,8.0,3,1.0,1.0,38.0,1153,16.0,,13,8.0,1.0,13.0,7.0,12.0,110.0,85.0,1.0,4.0,0.0,59.0,185.0,10.0,3.0,22,,8,1.0,3.0,351,1.0,84.0,1.0,32.0,19.0,207.0,24.0,16.0,7.0,,17.0,2.0,,21.0,,4.0,,44.0,,,,1.0,,,,1.0,,,,,,,,1.0,,,,
2,Danijel Aleksic,2022,2250000,2023,2000000,1.82,75,22.642,1,32,2,22.0,14.0,13.0,2.0,,27,7.0,10,3.0,11.0,10.0,9.0,18.0,99,488.0,,,606.0,299.0,6,177,137.0,88.0,21.0,468,110.0,4.0,18.0,5.0,,13.0,102.0,77,4.0,19,30.0,68,21.0,61.0,8.0,1.0,99,4.0,71.0,36.0,13,11.0,7.0,39.0,1638,20.0,,15,12.0,3.0,18.0,20.0,23.0,160.0,174.0,3.0,8.0,1.0,116.0,504.0,10.0,4.0,23,,9,1.0,,845,8.0,212.0,7.0,50.0,13.0,588.0,28.0,23.0,8.0,,32.0,5.0,,30.0,,3.0,,176.0,1.0,1.0,12.0,1.0,5.0,,,,,2.0,2.0,,,,,2.0,,,,
2,Adi Mehremic,2019,600000,2020,150000,1.89,85,23.796,1,31,1,22.0,37.0,,,,11,5.0,10,5.0,2.0,,3.0,15.0,47,195.0,,,276.0,51.0,8,28,70.0,35.0,10.0,187,47.0,,2.0,,,3.0,72.0,38,1.0,1,15.0,5,27.0,46.0,1.0,,36,1.0,23.0,17.0,7,2.0,,24.0,643,10.0,,4,8.0,,7.0,29.0,,82.0,86.0,17.0,1.0,0.0,129.0,204.0,13.0,0.0,15,1.0,1,,,397,2.0,153.0,12.0,35.0,8.0,265.0,13.0,7.0,1.0,1.0,4.0,,1.0,15.0,,,,49.0,,,,,1.0,,,,,,,,,1.0,,,,,,
2,Lazar Markovic,2019,4500000,2020,1750000,1.75,65,21.224,2,29,2,6.0,9.0,6.0,1.0,,31,1.0,10,3.0,14.0,1.0,21.0,19.0,113,360.0,,,496.0,257.0,10,123,134.0,115.0,19.0,362,127.0,6.0,19.0,,1.0,16.0,124.0,58,2.0,9,26.0,57,30.0,68.0,5.0,2.0,71,6.0,65.0,10.0,12,19.0,5.0,62.0,1296,23.0,,12,10.0,5.0,16.0,7.0,17.0,139.0,219.0,9.0,5.0,0.0,125.0,372.0,9.0,3.0,26,1.0,29,2.0,2.0,752,10.0,120.0,4.0,12.0,14.0,484.0,6.0,40.0,7.0,2.0,25.0,4.0,1.0,26.0,,4.0,,114.0,2.0,4.0,3.0,,,,,1.0,1.0,,,,,,,2.0,,,,
2,Marek Hamsik,2021,3250000,2022,2750000,1.83,79,23.59,3,36,2,6.0,31.0,7.0,,,23,2.0,10,2.0,10.0,4.0,2.0,15.0,136,753.0,,1.0,910.0,446.0,18,191,296.0,99.0,8.0,711,55.0,,24.0,5.0,,7.0,130.0,79,1.0,6,21.0,22,18.0,33.0,1.0,,32,2.0,28.0,69.0,7,17.0,9.0,27.0,1003,17.0,1.0,6,11.0,7.0,10.0,9.0,18.0,65.0,178.0,11.0,2.0,1.0,243.0,780.0,10.0,1.0,19,,7,1.0,,1078,5.0,343.0,2.0,10.0,5.0,882.0,4.0,9.0,7.0,,13.0,,,21.0,,2.0,,180.0,,5.0,11.0,,,,,,,,2.0,,,,,,,,,
2,Vukan Savicevic,2022,500000,2023,450000,1.79,72,22.471,2,29,2,13.0,25.0,4.0,,,28,2.0,10,5.0,8.0,7.0,17.0,29.0,155,371.0,,,539.0,259.0,5,76,150.0,122.0,17.0,356,144.0,2.0,37.0,17.0,,12.0,147.0,88,1.0,9,23.0,39,29.0,87.0,1.0,,83,3.0,70.0,36.0,11,13.0,17.0,74.0,1111,19.0,2.0,12,12.0,7.0,11.0,2.0,31.0,170.0,261.0,6.0,1.0,0.0,189.0,392.0,17.0,0.0,24,,17,,1.0,833,12.0,150.0,2.0,26.0,28.0,512.0,13.0,35.0,16.0,,21.0,5.0,,23.0,,1.0,,124.0,,3.0,32.0,,,,,,,1.0,9.0,,,1.0,,1.0,,,,
2,Marko Jevtovic,2021,1750000,2022,1500000,1.94,83,22.053,2,30,2,38.0,56.0,4.0,3.0,,26,8.0,10,1.0,2.0,5.0,3.0,33.0,115,694.0,,,877.0,270.0,3,96,215.0,101.0,23.0,681,102.0,,2.0,,1.0,7.0,157.0,129,2.0,5,21.0,23,44.0,88.0,3.0,3.0,70,3.0,52.0,39.0,13,2.0,4.0,50.0,1881,26.0,1.0,15,,4.0,21.0,36.0,7.0,158.0,203.0,43.0,3.0,1.0,322.0,720.0,18.0,1.0,27,,2,,1.0,1127,15.0,454.0,24.0,56.0,15.0,848.0,18.0,13.0,6.0,2.0,12.0,5.0,,21.0,,2.0,,244.0,,1.0,,,,,5.0,,,,,,,,5.0,,,,,
2,Kevin Malcuit,2021,6500000,2022,3250000,1.78,77,24.302,2,32,1,15.0,64.0,,2.0,,32,,10,3.0,4.0,2.0,16.0,42.0,143,456.0,,,628.0,265.0,89,97,19.0,92.0,17.0,446,108.0,,47.0,,1.0,8.0,156.0,96,1.0,3,17.0,29,60.0,81.0,1.0,3.0,54,3.0,42.0,26.0,9,47.0,14.0,66.0,1401,18.0,17.0,10,1.0,14.0,16.0,47.0,15.0,135.0,281.0,18.0,1.0,0.0,274.0,472.0,26.0,0.0,21,,13,2.0,,1024,16.0,221.0,38.0,27.0,11.0,612.0,12.0,24.0,14.0,6.0,11.0,4.0,,17.0,,,,238.0,2.0,,,,,,,,,,,,,,,,,,,1.0
2,Adem Ljajic,2021,6250000,2022,2000000,1.82,80,24.152,2,32,2,,2.0,,,,2,,10,,160.0,2.0,6.0,,9,51.0,,,58.0,37.0,2,11,19.0,4.0,1.0,51,11.0,,4.0,3.0,,,6.0,6,,1,7.0,1,1.0,2.0,,,10,,9.0,1.0,1,,,2.0,85,4.0,,1,7.0,,,,1.0,12.0,20.0,1.0,,0.0,19.0,52.0,,,4,,1,1.0,,82,,15.0,1.0,1.0,1.0,56.0,1.0,6.0,1.0,,1.0,,,7.0,,,,9.0,,,4.0,,,,,,,,,,,,,,,,,
2,Sofiane Feghouli,2021,2750000,2022,2000000,1.77,75,23.939,2,34,2,4.0,2.0,,2.0,,67,24.0,1,,17.0,,22.0,10.0,50,2.0,,,1.0,3.0,4,121,5.0,1.0,1.0,6,4.0,,,,2.0,,,6,,54,,7,,11.0,1.0,22.0,10,,1.0,1.0,6,3.0,1.0,1.0,79,2.0,,32,,3.0,3.0,67.0,,3.0,2.0,1.0,,,13.0,,1.0,,54,,6,,,0,,,,,5.0,,,,,,,,,17.0,,,,,,,,,,,,,,,,,,,,,,,,
2,Hakan Arslan,2022,800000,2023,700000,1.86,76,21.968,2,35,2,35.0,55.0,31.0,12.0,17.0,517,199.0,79,7.0,132.0,1.0,156.0,80.0,380,,1.0,4.0,48.0,103.0,20,1254,91.0,1.0,,28,22.0,1.0,31.0,,18.0,15.0,2.0,170,23.0,410,13.0,99,4.0,73.0,9.0,154.0,10,,13.0,16.0,76,22.0,10.0,18.0,676,10.0,16.0,216,8.0,67.0,30.0,512.0,1.0,36.0,13.0,1.0,,3.0,102.0,4.0,5.0,14.0,415,7.0,28,1.0,0.0,0,3.0,,,,15.0,1.0,2.0,,1.0,1.0,,1.0,,131.0,,1.0,,2.0,,,,2.0,,,,,,1.0,,,,,,,,,,
2,Serdar Dursun,2022,4000000,2023,2750000,1.9,80,22.161,2,32,3,4.0,24.0,6.0,1.0,2.0,108,49.0,22,4.0,64.0,,28.0,34.0,70,,,1.0,16.0,40.0,8,351,37.0,2.0,,18,8.0,1.0,1.0,1.0,6.0,,4.0,59,10.0,67,4.0,8,4.0,29.0,3.0,23.0,10,,3.0,11.0,33,,3.0,23.0,186,2.0,1.0,25,,19.0,7.0,101.0,1.0,13.0,15.0,2.0,,1.0,34.0,,6.0,9.0,74,5.0,18,1.0,0.0,0,1.0,,,,15.0,3.0,,,,,3.0,,,24.0,2.0,,,,,,1.0,1.0,,1.0,,,,,,,,,,,,,,
1,Salih Dursun,2021,50000,2022,400000,1.88,79,22.352,2,32,1,12.0,35.0,13.0,15.0,9.0,323,99.0,47,4.0,111.0,1.0,22.0,52.0,245,1.0,3.0,61.0,34.0,69.0,15,865,42.0,10.0,1.0,21,17.0,,27.0,1.0,7.0,15.0,2.0,89,12.0,249,5.0,54,6.0,44.0,23.0,127.0,10,,9.0,5.0,54,14.0,5.0,10.0,536,2.0,12.0,159,5.0,20.0,32.0,313.0,1.0,7.0,9.0,10.0,14.0,3.0,66.0,1.0,,7.0,257,3.0,21,1.0,0.0,0,4.0,,,,12.0,1.0,2.0,,1.0,,1.0,,,120.0,,2.0,,3.0,,,,1.0,,,,,,,,,,,,,,,,
2,Magomed Ozdoev,2021,4750000,2022,2750000,1.84,77,22.743,2,31,2,69.0,78.0,17.0,20.0,18.0,1187,515.0,89,14.0,310.0,3.0,357.0,146.0,920,8.0,6.0,12.0,72.0,150.0,42,2489,98.0,31.0,7.0,30,50.0,2.0,45.0,3.0,39.0,33.0,9.0,187,29.0,963,14.0,124,12.0,186.0,33.0,307.0,10,,29.0,18.0,233,52.0,14.0,62.0,1545,32.0,12.0,482,14.0,37.0,43.0,1159.0,5.0,20.0,33.0,31.0,2.0,10.0,198.0,1.0,24.0,17.0,989,3.0,30,5.0,0.0,0,7.0,,,,1.0,12.0,8.0,,4.0,2.0,1.0,2.0,,290.0,1.0,,,3.0,2.0,,1.0,5.0,,1.0,,1.0,1.0,2.0,1.0,1.0,,,,,,,,
2,Birkir Bjarnason,2019,1250000,2020,650000,1.83,79,23.59,2,35,2,,1.0,4.0,,,55,24.0,8,2.0,19.0,,14.0,13.0,41,,,,4.0,5.0,8,109,5.0,2.0,,4,,,1.0,1.0,5.0,,1.0,13,1.0,40,2.0,9,,13.0,,15.0,88,,,2.0,10,1.0,,8.0,70,,1.0,17,,8.0,3.0,54.0,1.0,4.0,,2.0,,1.0,14.0,,,4.0,41,2.0,4,1.0,0.0,0,,,,,4.0,,,,1.0,,,,,16.0,,1.0,,,,,,,,,,,,,,,,,,,,,,
2,Fernando Lucas Martins,2014,9500000,2015,9250000,1.75,80,26.122,2,31,2,211.0,90.0,11.0,29.0,17.0,1784,686.0,91,16.0,489.0,4.0,456.0,169.0,1260,51.0,11.0,11.0,80.0,170.0,34,2434,103.0,12.0,4.0,28,38.0,3.0,45.0,1.0,45.0,24.0,9.0,194,25.0,1335,27.0,221,13.0,336.0,17.0,601.0,10,,28.0,26.0,206,144.0,8.0,14.0,2285,57.0,21.0,836,41.0,24.0,79.0,1634.0,5.0,13.0,37.0,102.0,,14.0,313.0,5.0,13.0,32.0,1471,16.0,28,3.0,2.0,0,10.0,1.0,1.0,,,15.0,4.0,,4.0,4.0,2.0,1.0,,521.0,2.0,,64.0,10.0,111.0,1.0,1.0,3.0,1.0,17.0,2.0,41.0,1.0,,2.0,,,,,,,,,
2,Sherel Floranus,2022,750000,2023,700000,1.81,74,22.588,2,25,1,15.0,13.0,1.0,10.0,6.0,177,51.0,14,,50.0,1.0,16.0,21.0,130,2.0,3.0,47.0,13.0,26.0,8,474,18.0,4.0,2.0,12,8.0,,10.0,,5.0,5.0,1.0,32,9.0,143,3.0,24,2.0,17.0,15.0,59.0,10,,5.0,2.0,38,11.0,3.0,1.0,305,2.0,5.0,96,5.0,6.0,19.0,175.0,,5.0,3.0,4.0,4.0,,32.0,7.0,,1.0,145,1.0,12,,,0,1.0,,,,7.0,,,,,,,,,64.0,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,
2,Emre Akbaba,2022,3250000,2023,2250000,1.8,73,22.531,3,31,2,34.0,89.0,5.0,15.0,19.0,641,315.0,89,15.0,293.0,1.0,152.0,124.0,452,25.0,1.0,2.0,84.0,173.0,11,1737,107.0,11.0,6.0,29,14.0,1.0,32.0,3.0,41.0,18.0,18.0,196,31.0,468,16.0,77,22.0,146.0,5.0,176.0,10,,23.0,34.0,154,31.0,22.0,60.0,1017,25.0,14.0,196,3.0,23.0,38.0,621.0,5.0,18.0,52.0,29.0,,14.0,155.0,1.0,14.0,36.0,486,21.0,29,4.0,1.0,3,2.0,,,,6.0,16.0,3.0,,1.0,2.0,4.0,1.0,,159.0,4.0,3.0,14.0,9.0,33.0,,4.0,3.0,,5.0,,17.0,,,3.0,1.0,,,,,,,,
2,Fabio Borini,2021,3250000,2022,3000000,1.8,73,22.531,2,32,3,54.0,93.0,19.0,30.0,23.0,753,310.0,136,32.0,339.0,2.0,293.0,155.0,487,11.0,7.0,22.0,117.0,210.0,38,2380,114.0,27.0,11.0,30,45.0,2.0,29.0,18.0,62.0,21.0,24.0,250,31.0,522,29.0,106,15.0,179.0,31.0,167.0,10,1.0,29.0,64.0,201,57.0,18.0,114.0,1258,27.0,8.0,242,23.0,40.0,60.0,734.0,19.0,21.0,47.0,27.0,,15.0,212.0,3.0,27.0,61.0,541,29.0,30,8.0,11.0,3,6.0,,,,1.0,17.0,7.0,,16.0,1.0,8.0,3.0,,92.0,6.0,10.0,,3.0,,6.0,2.0,7.0,6.0,,,,1.0,3.0,4.0,,,,,,,,,
2,Isaac Cofie,2022,800000,2023,550000,1.84,75,22.153,2,32,2,50.0,35.0,12.0,12.0,6.0,406,148.0,44,4.0,81.0,3.0,101.0,39.0,295,,4.0,2.0,32.0,67.0,11,856,50.0,,,15,11.0,,18.0,2.0,21.0,12.0,6.0,94,9.0,336,16.0,78,3.0,41.0,20.0,132.0,10,2.0,9.0,8.0,40,22.0,2.0,5.0,544,1.0,6.0,197,9.0,27.0,20.0,397.0,2.0,15.0,8.0,,,,61.0,3.0,,10.0,345,6.0,15,2.0,0.0,1,2.0,,,,6.0,1.0,,,,,,,,133.0,,,,1.0,,,,,,,,,,,,,,,,,,,,
2,Emeka Friday Eze,2020,650000,2021,300000,1.85,80,23.375,2,27,3,6.0,91.0,32.0,4.0,5.0,223,68.0,115,9.0,237.0,1.0,49.0,88.0,119,2.0,2.0,,83.0,174.0,15,1103,167.0,6.0,2.0,14,21.0,5.0,16.0,3.0,15.0,9.0,37.0,282,26.0,95,3.0,49,31.0,85.0,18.0,76.0,10,1.0,13.0,31.0,65,10.0,8.0,50.0,536,6.0,7.0,59,7.0,108.0,19.0,193.0,3.0,76.0,63.0,6.0,1.0,11.0,98.0,,10.0,18.0,125,9.0,14,2.0,1.0,2,3.0,,,,1.0,8.0,6.0,,1.0,,2.0,6.0,,33.0,2.0,10.0,,2.0,,,1.0,2.0,,,,,1.0,,1.0,,,,,,,,,
1,Ramazan Civelek,2021,700000,2022,1250000,1.71,70,23.939,2,27,1,17.0,51.0,1.0,6.0,6.0,512,239.0,42,4.0,170.0,,123.0,76.0,407,8.0,1.0,13.0,41.0,92.0,11,1029,62.0,18.0,7.0,27,15.0,3.0,25.0,2.0,18.0,11.0,8.0,104,10.0,420,4.0,62,11.0,93.0,9.0,156.0,10,,11.0,8.0,88,12.0,11.0,21.0,709,19.0,14.0,193,4.0,12.0,17.0,508.0,2.0,11.0,28.0,22.0,3.0,6.0,88.0,,11.0,7.0,424,3.0,27,1.0,1.0,1,2.0,,,,16.0,5.0,4.0,,1.0,,1.0,1.0,,145.0,,1.0,4.0,,6.0,,1.0,,,1.0,,1.0,,,,,,,,,,,,
2,Miha Zajc,2022,6000000,2023,4750000,1.8,76,23.457,2,29,2,41.0,63.0,12.0,9.0,12.0,711,345.0,54,6.0,137.0,1.0,229.0,62.0,593,4.0,1.0,2.0,42.0,105.0,13,1079,67.0,3.0,4.0,21,15.0,1.0,9.0,1.0,12.0,8.0,22.0,121,18.0,600,2.0,74,16.0,70.0,3.0,164.0,10,,10.0,11.0,154,15.0,9.0,32.0,876,11.0,1.0,293,3.0,16.0,15.0,676.0,2.0,4.0,30.0,8.0,1.0,8.0,77.0,3.0,6.0,12.0,634,6.0,21,1.0,1.0,1,3.0,,,,11.0,9.0,2.0,,2.0,1.0,4.0,,,164.0,1.0,,,5.0,,,,3.0,,,,,,,,,,,,,,,,
