full_name,url,url_api
Soner Dikmen,https://www.mackolik.com/futbolcu/soner-dikmen/sezon/8u34awnq0thzmpqtfck8xxdqt,https://api.performfeeds.com/soccerdata/seasonstats/5p1j175kr2yj1hl8i7s391cty/?_rt=c&tmcl=dffn22be69d945d62hmqc2qdw&ctst=cw4lbdzlqqdvbkdkz00c9ye49&_lcl=tr&_fmt=jsonp&_clbk=W34e239ddda3cbb15b0d0a4ca3f5a3ffbc9a90e967
Alexander Sorloth,https://www.mackolik.com/futbolcu/a-s%C3%B8rloth/sezon/6akzpi6rd6qq0ke07ojnhpoet,https://api.performfeeds.com/soccerdata/squads/5p1j175kr2yj1hl8i7s391cty/?_rt=c&tmcl=e4idaotcivcpu4rqyvrwbciz8&_pgSz=200&_lcl=tr&_fmt=jsonp&_clbk=W33fa2da80605416e093478e227f618e5640a32e05
Armin Hodzic,https://www.mackolik.com/futbolcu/armin-hod%C5%BEi%C4%87-i/sezon/7him99afspzc7m8gsfjp6piol,https://api.performfeeds.com/soccerdata/squads/5p1j175kr2yj1hl8i7s391cty/?_rt=c&tmcl=9lxhr8j7oaxygigzoikifmk2c&_pgSz=200&_lcl=tr&_fmt=jsonp&_clbk=W3e34d2be4f8fbbbae2bcab5c074f164b459ddc76d
Atakan Ridvan Cankaya,https://www.mackolik.com/futbolcu/atakan-%C3%A7ankaya/sezon/4c9qa60p75pjojnvtams6th7u,https://api.performfeeds.com/soccerdata/seasonstats/5p1j175kr2yj1hl8i7s391cty/?_rt=c&tmcl=dffn22be69d945d62hmqc2qdw&ctst=a7jkz1m32wntcvegrwjbr85t5&_lcl=tr&_fmt=jsonp&_clbk=W3b75b15a59f5b3faaaa6c420d1f05206ae2f0f0d3
Omer Uzun,https://www.mackolik.com/futbolcu/%C3%B6mer-uzun/sezon/bggjxjz7jbuc8sbh7kme3vjs9,https://api.performfeeds.com/soccerdata/squads/5p1j175kr2yj1hl8i7s391cty/?_rt=c&tmcl=3salaf435a8ab1u0q3er4639w&_pgSz=200&_lcl=tr&_fmt=jsonp&_clbk=W3910bf91cff1b9e72d33a9b6ce1dfe2ef5dd97897
Berat Ozdemir,https://www.mackolik.com/futbolcu/berat-%C3%B6zdemir/sezon/5brwa0y63724t6s3y6gtz28yx,https://api.performfeeds.com/soccerdata/seasonstats/5p1j175kr2yj1hl8i7s391cty/?_rt=c&tmcl=dox62oj6vw1w67n476jb9fzf8&ctst=7dkxxicrwn77jpdfkwpnlnnyn&_lcl=tr&_fmt=jsonp&_clbk=W3dd7ec966f9da48346ed521c04b771ea21ce62a02
Oguz Ceylan,https://www.mackolik.com/futbolcu/o%C4%9Fuz-ceylan/sezon/ex2js8i0y822hqwr6xcyxodsl,https://api.performfeeds.com/soccerdata/seasonstats/5p1j175kr2yj1hl8i7s391cty/?_rt=c&tmcl=2y75xa2qc4nrx5k7tg8k75p90&ctst=1lbrlj3uu8wi2h9j79snuoae4&_lcl=tr&_fmt=jsonp&_clbk=W310337bfd698f921c6fb5c74e991a95e5b110d97a
Lokman Gor,https://www.mackolik.com/futbolcu/lokman-g%C3%B6r/sezon/7ftg7oxjgjwf8r5kqprqwxyhh,https://api.performfeeds.com/soccerdata/seasonstats/5p1j175kr2yj1hl8i7s391cty/?_rt=c&tmcl=3salaf435a8ab1u0q3er4639w&ctst=4be73edfeisgod6uf61vyezm2&_lcl=tr&_fmt=jsonp&_clbk=W3e9259ba0e0bf3c238da04c8635bd1e764ed43657
Egemen Korkmaz,https://www.mackolik.com/futbolcu/egemen-korkmaz/sezon/8fo3339fxfjd6hl3n536x17f9,https://api.performfeeds.com/soccerdata/seasonstats/5p1j175kr2yj1hl8i7s391cty/?_rt=c&tmcl=2y75xa2qc4nrx5k7tg8k75p90&ctst=ea2gyhkv6vwmxbxevdb4u3796&_lcl=tr&_fmt=jsonp&_clbk=W30408ea8232d219f33f85edb9da553caf7b412c70
Marwane Saadane,https://www.mackolik.com/futbolcu/m-saadane/sezon/6y9gieuehyt2l41jeh0cucrmd,https://api.performfeeds.com/soccerdata/seasonstats/5p1j175kr2yj1hl8i7s391cty/?_rt=c&tmcl=dox62oj6vw1w67n476jb9fzf8&ctst=aekjg4wbxaixtwu4aicmiju92&_lcl=tr&_fmt=jsonp&_clbk=W384d31d293588222b878aae839681fd9e6f72b78d
Enzo Roco,https://www.mackolik.com/futbolcu/e-roco/sezon/2zn2o5lzchz7oattq9pnjr8wl,https://api.performfeeds.com/soccerdata/seasonstats/5p1j175kr2yj1hl8i7s391cty/?_rt=c&tmcl=e4idaotcivcpu4rqyvrwbciz8&ctst=4yg9ttzw0m51048doksv8uq5r&_lcl=tr&_fmt=jsonp&_clbk=W312cd2d533abceadf6c8bf8114d62b12a4d4e06f2
Kevin Malcuit,https://www.mackolik.com/futbolcu/k-malcuit/sezon/a1bx44e1wr9bjrrbwuytmup5h,https://api.performfeeds.com/soccerdata/seasonstats/5p1j175kr2yj1hl8i7s391cty/?_rt=c&tmcl=dffn22be69d945d62hmqc2qdw&ctst=a7jkz1m32wntcvegrwjbr85t5&_lcl=tr&_fmt=jsonp&_clbk=W3b75b15a59f5b3faaaa6c420d1f05206ae2f0f0d3
Joao Pedro Geraldino dos Santos Galvao,https://www.mackolik.com/futbolcu/jo%C3%A3o-pedro/sezon/7notkpulby0egsy857ad47yz9,https://api.performfeeds.com/soccerdata/seasonstats/5p1j175kr2yj1hl8i7s391cty/?_rt=c&tmcl=dffn22be69d945d62hmqc2qdw&ctst=8lroq0cbhdxj8124qtxwrhvmm&_lcl=tr&_fmt=jsonp&_clbk=W3468d5c7d7c9ef8459ba61f02f7a876de3e6d68b3
Jose Sosa,https://www.mackolik.com/futbolcu/jos%C3%A9-sosa/sezon/cd8zrijg101se238frg6r1uqd,https://api.performfeeds.com/soccerdata/squads/5p1j175kr2yj1hl8i7s391cty/?_rt=c&tmcl=5jc60w3y7cps00lavutor9zbo&_pgSz=200&_lcl=tr&_fmt=jsonp&_clbk=W33f0c6fc4317c403f5e1247122034bd2aaa580ae6
Caner Osmanpasa,https://www.mackolik.com/futbolcu/caner-osmanpa%C5%9Fa/sezon/gdc7671hryfv3zwa6vomket,https://api.performfeeds.com/soccerdata/seasonstats/5p1j175kr2yj1hl8i7s391cty/?_rt=c&tmcl=dffn22be69d945d62hmqc2qdw&ctst=f432akygffyamal3h6poig65t&_lcl=tr&_fmt=jsonp&_clbk=W3a7a30de8af7d362cc4ade3c66e3c5ca4d07738aa
Karlo Muhar,https://www.mackolik.com/futbolcu/k-muhar/sezon/2vhwmyxajk9wfyc1s048vm7zd,https://api.performfeeds.com/soccerdata/seasonstats/5p1j175kr2yj1hl8i7s391cty/?_rt=c&tmcl=8xvasw97g9t7jfd0p81pi0iz8&ctst=j9rqsuwsz35jx5drlh5f629w&_lcl=tr&_fmt=jsonp&_clbk=W32fe99b7891e6d47e929a917c8e7b62a9e8e25d3a
Beykan Simsek,https://www.mackolik.com/futbolcu/beykan-%C5%9Fim%C5%9Fek/sezon/bogc6mo5asdau1szndq8ahped,https://api.performfeeds.com/soccerdata/seasonstats/5p1j175kr2yj1hl8i7s391cty/?_rt=c&tmcl=3salaf435a8ab1u0q3er4639w&ctst=b703zecenioz21dnj3p63v3f7&_lcl=tr&_fmt=jsonp&_clbk=W39f091b501c02aca897a034ee852bb1c0b2df75df
Sakib Aytac,https://www.mackolik.com/futbolcu/sakib-ayta%C3%A7/sezon/479o6i00kskfo9g70wb4qwpud,https://api.performfeeds.com/soccerdata/seasonstats/5p1j175kr2yj1hl8i7s391cty/?_rt=c&tmcl=3salaf435a8ab1u0q3er4639w&ctst=iiep6s3jjwf609djj19751m2&_lcl=tr&_fmt=jsonp&_clbk=W3639d5b01f7d28574210da12c5f67b1b08fcc55ed
Angelo Nicolas Sagal Tapia,https://www.mackolik.com/futbolcu/%C3%A1-sagal/sezon/3mgrqgq3eobnu941j3q4yeuol,https://api.performfeeds.com/soccerdata/squads/5p1j175kr2yj1hl8i7s391cty/?_rt=c&tmcl=1ejzpb211ngj1on996sd5l53o&_pgSz=200&_lcl=tr&_fmt=jsonp&_clbk=W3a7b7c8b5af025e3b939dff499fdd0b939402c516
Ahmet Calik,https://www.mackolik.com/futbolcu/ahmet-%C3%A7al%C4%B1k/sezon/bnvrnxg43b2moc4o7q47bghqt,https://api.performfeeds.com/soccerdata/squads/5p1j175kr2yj1hl8i7s391cty/?_rt=c&tmcl=dffn22be69d945d62hmqc2qdw&_pgSz=200&_lcl=tr&_fmt=jsonp&_clbk=W39994340d540672f57062ce9db1a90b8ef893c148
Gokhan Inler,https://www.mackolik.com/futbolcu/g%C3%B6khan-inler/sezon/d2j7ynwsqvktrve9324xk90wl,https://api.performfeeds.com/soccerdata/seasonstats/5p1j175kr2yj1hl8i7s391cty/?_rt=c&tmcl=dffn22be69d945d62hmqc2qdw&ctst=4iqb7tq3rn4k3ynintvhxhx1i&_lcl=tr&_fmt=jsonp&_clbk=W3a74e39e57be9e4dc531caf2a9d956d6ee7f09db2
Ogulcan Caglayan,https://www.mackolik.com/futbolcu/o%C4%9Fulcan-%C3%A7a%C4%9Flayan/sezon/52ut0s4zkqwg7o10iywfcedp1,https://api.performfeeds.com/soccerdata/seasonstats/5p1j175kr2yj1hl8i7s391cty/?_rt=c&tmcl=2y75xa2qc4nrx5k7tg8k75p90&ctst=9badgd05ykw5xo8tm6zci5aeu&_lcl=tr&_fmt=jsonp&_clbk=W3d50acd4e37968d78f922270ec2151881ef7b2580
Ibrahim Akdag,https://www.mackolik.com/futbolcu/ibrahim-akda%C4%9F/sezon/928xdui3h8vrae8qu21kwdlh,https://api.performfeeds.com/soccerdata/seasonstats/5p1j175kr2yj1hl8i7s391cty/?_rt=c&tmcl=2y75xa2qc4nrx5k7tg8k75p90&ctst=bmgtxgipsznlb1j20zwjti3xh&_lcl=tr&_fmt=jsonp&_clbk=W30495028dda8f9190b81e7bf98a38d428b854d6e8
Josef de Souza Dias,https://www.mackolik.com/futbolcu/josef-de-souza/sezon/w7277ld3wr47uuy2mnray8d1,https://api.performfeeds.com/soccerdata/seasonstats/5p1j175kr2yj1hl8i7s391cty/?_rt=c&tmcl=5xdet648qkzdrnnmnhxhh9nv8&ctst=exq7je02eprk5fcre1uo9zwbi&_lcl=tr&_fmt=jsonp&_clbk=W30ad7074d96099439b046742782b5db6ff652ffb6
Adem Buyuk,https://www.mackolik.com/futbolcu/adem-b%C3%BCy%C3%BCk/sezon/f5bt7y2hahl8gu5zqwx9li28l,https://api.performfeeds.com/soccerdata/seasonstats/5p1j175kr2yj1hl8i7s391cty/?_rt=c&tmcl=2y75xa2qc4nrx5k7tg8k75p90&ctst=eyjcv5ky4vwoj6d9cucqvh9ex&_lcl=tr&_fmt=jsonp&_clbk=W36a642edcd008465f8275cef83f2d06ce490674ee
Adama Noss Traore,https://www.mackolik.com/futbolcu/a-traor%C3%A9/sezon/3pw3gxggj8t0xrs54xgyjus45,https://api.performfeeds.com/soccerdata/squads/5p1j175kr2yj1hl8i7s391cty/?_rt=c&tmcl=aywng82rqmk0kqweh6c9l6e50&_pgSz=200&_lcl=tr&_fmt=jsonp&_clbk=W3a9e17aaef8f8831368daab9f7819a9828cfe7362
Antenor Junior Fernandes da Silva Vitoria,https://www.mackolik.com/futbolcu/j-fern%C3%A1ndes/sezon/azfy2hq9moirzn1aep03kfnit,https://api.performfeeds.com/soccerdata/seasonstats/5p1j175kr2yj1hl8i7s391cty/?_rt=c&tmcl=2y75xa2qc4nrx5k7tg8k75p90&ctst=eyjcv5ky4vwoj6d9cucqvh9ex&_lcl=tr&_fmt=jsonp&_clbk=W36a642edcd008465f8275cef83f2d06ce490674ee
Adem Ljajic,https://www.mackolik.com/futbolcu/a-ljaji%C4%87/sezon/8v62qhopsypymuh1f7chf74d1,https://api.performfeeds.com/soccerdata/seasonstats/5p1j175kr2yj1hl8i7s391cty/?_rt=c&tmcl=dffn22be69d945d62hmqc2qdw&ctst=c3txoz57mu7w9y1jprvnv2flr&_lcl=tr&_fmt=jsonp&_clbk=W388b3ebb66e545fd6627926464c5c7a0bd5e7f141
Cyle Christopher Larin,https://www.mackolik.com/futbolcu/c-larin/sezon/3rrges782prcprsn207dk4zit,https://api.performfeeds.com/soccerdata/seasonstats/5p1j175kr2yj1hl8i7s391cty/?_rt=c&tmcl=e4idaotcivcpu4rqyvrwbciz8&ctst=4jelr92fsge73q39is6qvhxb3&_lcl=tr&_fmt=jsonp&_clbk=W32a618383abca97020e0ee40f773b7d1dbeeaa1a8
Muhammed Kerem Akturkoglu,https://www.mackolik.com/futbolcu/m-kerem-akt%C3%BCrko%C4%9Flu/sezon/2z9h8lozjzxk4ah6ysho9hotl,https://api.performfeeds.com/soccerdata/seasonstats/5p1j175kr2yj1hl8i7s391cty/?_rt=c&tmcl=dffn22be69d945d62hmqc2qdw&ctst=esa748l653sss1wurz5ps3228&_lcl=tr&_fmt=jsonp&_clbk=W3edb80defe4e6bc3f7102cf7d4dddb6efc0dbf446
Flavio Medeiros da Silva,https://www.mackolik.com/futbolcu/fl%C3%A1vio/sezon/cm8m8mytnpgldxvoi9or35a09,https://api.performfeeds.com/soccerdata/seasonstats/5p1j175kr2yj1hl8i7s391cty/?_rt=c&tmcl=dox62oj6vw1w67n476jb9fzf8&ctst=o1iwuxbv233ayidxpibbxy59&_lcl=tr&_fmt=jsonp&_clbk=W3eb0cf37a6b4e2f80a3da3ce454bfaf27d5a30d80
Douglas Pereira dos Santos,https://www.mackolik.com/futbolcu/douglas-pereira/sezon/bxw5er2mkkfrlg7j768vfew2d,https://api.performfeeds.com/soccerdata/squads/5p1j175kr2yj1hl8i7s391cty/?_rt=c&tmcl=dffn22be69d945d62hmqc2qdw&_pgSz=200&_lcl=tr&_fmt=jsonp&_clbk=W39994340d540672f57062ce9db1a90b8ef893c148
Bertug Ozgur Yildirim,https://www.mackolik.com/futbolcu/b-%C3%B6zg%C3%BCr-y%C4%B1ld%C4%B1r%C4%B1m/sezon/k23exoxg1u76w0qaxc9gdpm,https://api.performfeeds.com/soccerdata/seasonstats/5p1j175kr2yj1hl8i7s391cty/?_rt=c&tmcl=dffn22be69d945d62hmqc2qdw&ctst=9irsyv431fpuqhqtfq9iwxf2u&_lcl=tr&_fmt=jsonp&_clbk=W3db666e562d76123c3eb86f56821e19151004f40b
Alpaslan Ozturk,https://www.mackolik.com/futbolcu/alpaslan-%C3%B6zt%C3%BCrk/sezon/8xw6a6mre39djk8jsbxtnjpw5,https://api.performfeeds.com/soccerdata/seasonstats/5p1j175kr2yj1hl8i7s391cty/?_rt=c&tmcl=2y75xa2qc4nrx5k7tg8k75p90&ctst=bmgtxgipsznlb1j20zwjti3xh&_lcl=tr&_fmt=jsonp&_clbk=W30495028dda8f9190b81e7bf98a38d428b854d6e8
Joseph Attamah,https://www.mackolik.com/futbolcu/j-attamah/sezon/2sxm31winxy0p7e6y9tqkopud,https://api.performfeeds.com/soccerdata/seasonstats/5p1j175kr2yj1hl8i7s391cty/?_rt=c&tmcl=dffn22be69d945d62hmqc2qdw&ctst=c8ns6z3u8kxldv1zh1evu10rv&_lcl=tr&_fmt=jsonp&_clbk=W3317614eaf6a7ebb050ce2f0e13f1b51044d089af
Carlos Manuel Cardoso Mane,https://www.mackolik.com/futbolcu/carlos-man%C3%A9/sezon/2a5pgu4f8a9a9lv4po1n7m1n9,https://api.performfeeds.com/soccerdata/seasonstats/5p1j175kr2yj1hl8i7s391cty/?_rt=c&tmcl=dffn22be69d945d62hmqc2qdw&ctst=c8ns6z3u8kxldv1zh1evu10rv&_lcl=tr&_fmt=jsonp&_clbk=W3317614eaf6a7ebb050ce2f0e13f1b51044d089af
Anderson Esiti,https://www.mackolik.com/futbolcu/a-esiti/sezon/ezxxszia7upnenrkg1z7s0ic5,https://api.performfeeds.com/soccerdata/seasonstats/5p1j175kr2yj1hl8i7s391cty/?_rt=c&tmcl=1ejzpb211ngj1on996sd5l53o&ctst=b3o0wckz4w3fusytybpgxftgm&_lcl=tr&_fmt=jsonp&_clbk=W3549a7b8a2c3a4f393298f202c13ab5749acd47f2
Arturo Mina,https://www.mackolik.com/futbolcu/a-mina/sezon/8mff1gv3ca6z82pgvfwrtc3bp,https://api.performfeeds.com/soccerdata/seasonstats/5p1j175kr2yj1hl8i7s391cty/?_rt=c&tmcl=d9kukruep5g7fthaknhbo2k2c&ctst=9kh87hzrfbqortr5jtfc57sru&_lcl=tr&_fmt=jsonp&_clbk=W38c60e495fd1feb3be563cdb4b567fb74b08cfddf
Zvonimir Sarlija,https://www.mackolik.com/futbolcu/z-%C5%A1arlija/sezon/70g1fjgekjzh0i5bm69nh5wix,https://api.performfeeds.com/soccerdata/seasonstats/5p1j175kr2yj1hl8i7s391cty/?_rt=c&tmcl=4mw5ocie1drbzjdz0705t7uac&ctst=4ws3k9155net1ydbvr8c940dy&_lcl=tr&_fmt=jsonp&_clbk=W39fa0e2a1f5dbf1eb6136dbf5acf0a18342af936b
Halil Ibrahim Dervisoglu,https://www.mackolik.com/futbolcu/h-dervi%C5%9Fo%C4%9Flu/sezon/bt226z4iktw4xzqqgacvvgt4a,https://api.performfeeds.com/soccerdata/seasonstats/5p1j175kr2yj1hl8i7s391cty/?_rt=c&tmcl=aywng82rqmk0kqweh6c9l6e50&ctst=64bxxwu2mv2qqlv0monbkj1om&_lcl=tr&_fmt=jsonp&_clbk=W3887e16d9476a0acb7773d5b4cab6af33cd55ce2b
Amir Hadziahmetovic,https://www.mackolik.com/futbolcu/a-had%C5%BEiahmetovi%C4%87/sezon/e26emx57uoe6lgywamks2b5xx,https://api.performfeeds.com/soccerdata/seasonstats/5p1j175kr2yj1hl8i7s391cty/?_rt=c&tmcl=dffn22be69d945d62hmqc2qdw&ctst=2ez9cvam9lp9jyhng3eh3znb4&_lcl=tr&_fmt=jsonp&_clbk=W30353bf5902c3a83283ab8aba9d409abf82c1ad94
Kenan Ozer,https://www.mackolik.com/futbolcu/kenan-%C3%B6zer/sezon/awxqzc5vvlfrwdn31rs7e1jv9,https://api.performfeeds.com/soccerdata/seasonstats/5p1j175kr2yj1hl8i7s391cty/?_rt=c&tmcl=2y75xa2qc4nrx5k7tg8k75p90&ctst=2wewa9ecjudncv3fs8d3ind9l&_lcl=tr&_fmt=jsonp&_clbk=W3ae519e7224c5494133bedabf3304be8d21ee8999
Zoran Kvrzic,https://www.mackolik.com/futbolcu/z-kvr%C5%BEi%C4%87/sezon/d2rols11o6ec5sillpirer9w5,https://api.performfeeds.com/soccerdata/squads/5p1j175kr2yj1hl8i7s391cty/?_rt=c&tmcl=amc6ffrve4gzwk7to68g0izv8&_pgSz=200&_lcl=tr&_fmt=jsonp&_clbk=W3e3bfc8f103899e05da4c3b560784078497faa9da
Caleb Ekuban,https://www.mackolik.com/futbolcu/c-ekuban/sezon/8ncvq09i7or8rxwq9233djtg5,https://api.performfeeds.com/soccerdata/squads/5p1j175kr2yj1hl8i7s391cty/?_rt=c&tmcl=ci65bk0rijkqg5g27wxvklgd0&_pgSz=200&_lcl=tr&_fmt=jsonp&_clbk=W3bacb87c713d81ac5e27f74456ec633e50a7352d8
Emir Kaan Gultekin,https://www.mackolik.com/futbolcu/e-kaan-g%C3%BCltekin/sezon/ehyo42pi5nas5n21dy5961ppm,https://api.performfeeds.com/soccerdata/seasonstats/5p1j175kr2yj1hl8i7s391cty/?_rt=c&tmcl=dffn22be69d945d62hmqc2qdw&ctst=4rjsyxn0rlbjggofvvpbmk8pc&_lcl=tr&_fmt=jsonp&_clbk=W34ed161bf92d9a3cca7ddb4a6509b3fbeeaf611bf
Kevin Varga,https://www.mackolik.com/futbolcu/k-varga/sezon/bi2jivebxk94q3vh06170qh1x,https://api.performfeeds.com/soccerdata/seasonstats/5p1j175kr2yj1hl8i7s391cty/?_rt=c&tmcl=1ejzpb211ngj1on996sd5l53o&ctst=b7jek1bop3eoughds0xi22tte&_lcl=tr&_fmt=jsonp&_clbk=W3327f9f669166ad0fcad3cddc755c6a412939d4bd
Erhan Celenk,https://www.mackolik.com/futbolcu/erhan-%C3%A7elenk/sezon/3q4a0i4x1tmsly5fmyl8s0hjp,https://api.performfeeds.com/soccerdata/seasonstats/5p1j175kr2yj1hl8i7s391cty/?_rt=c&tmcl=3salaf435a8ab1u0q3er4639w&ctst=4be73edfeisgod6uf61vyezm2&_lcl=tr&_fmt=jsonp&_clbk=W3e9259ba0e0bf3c238da04c8635bd1e764ed43657
Antonio Mrsic,https://www.mackolik.com/futbolcu/a-mr%C5%A1i%C4%87/sezon/3inlyy8qi7joe5n5q4mttathx,https://api.performfeeds.com/soccerdata/seasonstats/5p1j175kr2yj1hl8i7s391cty/?_rt=c&tmcl=dffn22be69d945d62hmqc2qdw&ctst=v0qx960sz1tq9mprlxrcnfl5&_lcl=tr&_fmt=jsonp&_clbk=W3e2f4fb3d34ad50add4a64a2823e3e4c71d4051b7
Uros Radakovic,https://www.mackolik.com/futbolcu/u-radakovi%C4%87/sezon/1l6w8m9upv3l6svmdhw7lb651,https://api.performfeeds.com/soccerdata/seasonstats/5p1j175kr2yj1hl8i7s391cty/?_rt=c&tmcl=dffn22be69d945d62hmqc2qdw&ctst=a7jkz1m32wntcvegrwjbr85t5&_lcl=tr&_fmt=jsonp&_clbk=W3b75b15a59f5b3faaaa6c420d1f05206ae2f0f0d3
Uilson de Souza Paula Junior,https://www.mackolik.com/futbolcu/j%C3%BAnior-cai%C3%A7ara/sezon/41ct2pwnhghfi8ur6t0l2rzyt,https://api.performfeeds.com/soccerdata/seasonstats/5p1j175kr2yj1hl8i7s391cty/?_rt=c&tmcl=dffn22be69d945d62hmqc2qdw&ctst=47njg6cmlx5q3fvdsupd2n6qu&_lcl=tr&_fmt=jsonp&_clbk=W3ead077f149a6033e79957bdf4a1694110a88a86d
Kevin-Prince Boateng,https://www.mackolik.com/futbolcu/k-boateng/sezon/6hgj78mr8wy2i5izf8x10ij11,https://api.performfeeds.com/soccerdata/seasonstats/5p1j175kr2yj1hl8i7s391cty/?_rt=c&tmcl=eg8fn8zof4ps7z12vlxa6efx0&ctst=f0w62l8zql3tukxsy8fqwp72x&_lcl=tr&_fmt=jsonp&_clbk=W394ee06fcc7551ca49668253047fb8c3baf1dacc2
Mehmet Yesil,https://www.mackolik.com/futbolcu/mehmet-ye%C5%9Fil/sezon/22d5ejckyt7302b4hw9m6a76x,https://api.performfeeds.com/soccerdata/squads/5p1j175kr2yj1hl8i7s391cty/?_rt=c&tmcl=dffn22be69d945d62hmqc2qdw&_pgSz=200&_lcl=tr&_fmt=jsonp&_clbk=W39994340d540672f57062ce9db1a90b8ef893c148
Serdar Saatci,https://www.mackolik.com/futbolcu/serdar-saat%C3%A7%C4%B1/sezon/88hqy3ztjmtahcv0sz6rduv6y,https://api.performfeeds.com/soccerdata/seasonstats/5p1j175kr2yj1hl8i7s391cty/?_rt=c&tmcl=6fdb784d9srg4anqx5ylvagpg&ctst=26t6lvlpql4w5wu1ih73qpy36&_lcl=tr&_fmt=jsonp&_clbk=W37393ec6036bb2f685cd3db04397201b63cf2efe0
Ilker Karakas,https://www.mackolik.com/futbolcu/ilker-karaka%C5%9F/sezon/ezjg4zzypsuj1snlxd24qefze,https://api.performfeeds.com/soccerdata/seasonstats/5p1j175kr2yj1hl8i7s391cty/?_rt=c&tmcl=2y75xa2qc4nrx5k7tg8k75p90&ctst=embqktr41hfzczc8uav1scmcn&_lcl=tr&_fmt=jsonp&_clbk=W3341144d6b1ca1b5eb735dbd10b19b0ac66a2df95
Aydin Karabulut,https://www.mackolik.com/futbolcu/ayd%C4%B1n-karabulut/sezon/8s3ewdwprl1ul8io8d8y03bh1,https://api.performfeeds.com/soccerdata/seasonstats/5p1j175kr2yj1hl8i7s391cty/?_rt=c&tmcl=3salaf435a8ab1u0q3er4639w&ctst=egr32f5y6kyh9wpt7uwjmcbza&_lcl=tr&_fmt=jsonp&_clbk=W3b5a8cb50d913a358ccd09cd3f18f8d8cdf2e7173
Nicolai Mick Jorgensen,https://www.mackolik.com/futbolcu/n-j%C3%B8rgensen/sezon/3an9i104b866io46tuacb793p,https://api.performfeeds.com/soccerdata/seasonstats/5p1j175kr2yj1hl8i7s391cty/?_rt=c&tmcl=2po5v0ef1tm0t9mrhv6ranytw&ctst=b3r6d8ydtmtjckam6pku9y400&_lcl=tr&_fmt=jsonp&_clbk=W3163e99c7b34b8edb32de44ab8aa0a10308b31d72
Asamoah Gyan,https://www.mackolik.com/futbolcu/a-gyan/sezon/653dlxtqfx2che6ae2erk0wk5,https://api.performfeeds.com/soccerdata/squads/5p1j175kr2yj1hl8i7s391cty/?_rt=c&tmcl=5j4ocw1ewxnjz8n913emc249g&_pgSz=200&_lcl=tr&_fmt=jsonp&_clbk=W38734437f39e915886ff82fbaf887508c7ca5cc4f
Oguzhan Ozyakup,https://www.mackolik.com/futbolcu/o%C4%9Fuzhan-%C3%B6zyakup/sezon/bznrsqachpfr9l2wnfjy8samt,https://api.performfeeds.com/soccerdata/seasonstats/5p1j175kr2yj1hl8i7s391cty/?_rt=c&tmcl=d1k1pqdg2yvw8e8my74yvrdw4&ctst=3ebril33e08ddzob4bhq8awsr&_lcl=tr&_fmt=jsonp&_clbk=W3ec2be067668f10437fabdf54638aa2d679d485ba
Murat Yildirim,https://www.mackolik.com/futbolcu/murat-y%C4%B1ld%C4%B1r%C4%B1m/sezon/23qfwsxjdtyc5csycw9vpavv9,https://api.performfeeds.com/soccerdata/seasonstats/5p1j175kr2yj1hl8i7s391cty/?_rt=c&tmcl=3salaf435a8ab1u0q3er4639w&ctst=eg0cqg1u8zz85ma9nzk0cijv&_lcl=tr&_fmt=jsonp&_clbk=W3dee1c235294010cb37ab9c8a1f23b3d8ec06f681
Fredrik Midtsjo,https://www.mackolik.com/futbolcu/f-midtsj%C3%B8/sezon/6z2e9q9kj1n0be10j45fgtdcl,https://api.performfeeds.com/soccerdata/seasonstats/5p1j175kr2yj1hl8i7s391cty/?_rt=c&tmcl=dffn22be69d945d62hmqc2qdw&ctst=esa748l653sss1wurz5ps3228&_lcl=tr&_fmt=jsonp&_clbk=W3edb80defe4e6bc3f7102cf7d4dddb6efc0dbf446
Burak Yilmaz,https://www.mackolik.com/futbolcu/burak-y%C4%B1lmaz/sezon/8rqula41yqtbwycgemsw9ixud,https://api.performfeeds.com/soccerdata/seasonstats/5p1j175kr2yj1hl8i7s391cty/?_rt=c&tmcl=d1k1pqdg2yvw8e8my74yvrdw4&ctst=3ebril33e08ddzob4bhq8awsr&_lcl=tr&_fmt=jsonp&_clbk=W3ec2be067668f10437fabdf54638aa2d679d485ba
Leo Schwechlen,https://www.mackolik.com/futbolcu/l-schwechlen/sezon/1wx23if6afgu3qswelzo1sq8l,https://api.performfeeds.com/soccerdata/seasonstats/5p1j175kr2yj1hl8i7s391cty/?_rt=c&tmcl=2y75xa2qc4nrx5k7tg8k75p90&ctst=atzw1r6gsxsegd0omo1f0yxkl&_lcl=tr&_fmt=jsonp&_clbk=W346b7a3abfc77eb830f890ee71189c33608780a0b
Erdon Daci,https://www.mackolik.com/futbolcu/erdon-daci/sezon/44yc73hes2d8zts6oucmmiz8p,https://api.performfeeds.com/soccerdata/squads/5p1j175kr2yj1hl8i7s391cty/?_rt=c&tmcl=5wj8l9y4s3484k6puwup793pw&_pgSz=200&_lcl=tr&_fmt=jsonp&_clbk=W3b4843f36924628b610f97248fbfb64d8d54dde4e
